address;district;area;bedrooms;garage;type;rent;total;cep;Zona
Rua Pierre Martin;Vila Vermelha;42;1;0;Casa;1150;1199;04296-113;Sul
Rua dos Jacintos;Mirandópolis;41;1;0;Apartamento;2800;3514;04049-050;Sul
Rua Professor João Simões;Vila Santo Estéfano;50;1;0;Casa;1110;1232;04153-030;Sul
Avenida Jabaquara;Mirandópolis;65;2;0;Apartamento;2000;2917;04046-000;Sul
Rua Luís Correia de Melo;Vila Cruzeiro;45;1;1;Apartamento;2780;3488;04726-220;Sul
Rua Doutor Ivo Define Frasca;Vila Olímpia;34;1;1;Studio e kitnet;3450;4083;04545-090;Sul
Avenida Guarapiranga;Parque Alves de Lima;48;2;1;Apartamento;1890;2509;04762-001;Sul
Rua Bento Branco de Andrade Filho;Jardim Dom Bosco;69;2;1;Apartamento;3100;4187;04757-000;Sul
Rua Eduardo Ferreira Franca;Cursino;48;2;0;Casa em condomínio;1445;1571;04157-000;Sul
Avenida Carlos Liviero;Sacoma;48;2;1;Apartamento;1600;2008;04186-100;Sul
Rua Antônio Artoni;Vila Vera;85;2;1;Casa;2000;2177;04296-050;Sul
Rua Luís Carlos Paraná;Jardim Cidália;170;3;2;Casa;3700;4082;04652-170;Sul
Rua Sousa Coutinho;Sacomã;50;2;1;Apartamento;2350;2980;04248-040;Sul
Rua Ipiranga;Jardim Aeroporto;70;2;1;Apartamento;2500;3622;04633-000;Sul
Avenida Cupecê;Jardim Prudência;73;3;1;Apartamento;2200;3008;04366-000;Sul
Rua Drava;Vila Moinho Velho;40;1;0;Casa;970;1012;04283-000;Sul
Rua Gilka;Vila Moraes;80;2;1;Casa;1550;1616;04168-020;Sul
Rua Nossa Senhora da Saúde;Jardim Previdencia;49;2;0;Casa;1400;1510;04159-090;Sul
Rua Darwin;Jardim Santo Amaro;80;2;2;Apartamento;3350;4513;04747-040;Sul
Rua Rubens Sverner;Chácara Santo Antônio (zona Sul);38;1;0;Studio e kitnet;2350;2457;04713-040;Sul
Avenida João de Barros;Socorro;50;2;1;Apartamento;2900;3562;04768-000;Sul
Rua Nossa Senhora das Mercês;Vila das Mercês;73;3;2;Apartamento;3000;4035;04165-010;Sul
Rua Vieira de Morais;Campo Belo;111;3;1;Casa;4500;5016;04601-000;Sul
Avenida Túlio Teodoro de Campos;Vila Paulista;34;1;1;Apartamento;2200;2774;04360-040;Sul
Rua Alexandre Rapin;Jardim Celeste;52;2;1;Apartamento;1100;1642;04195-110;Sul
Rua Sansão Alves dos Santos;Cidade Monções;47;1;1;Apartamento;4600;5841;04571-090;Sul
Avenida Mário Lopes Leão;Santo Amaro;33;2;0;Apartamento;2400;2920;04754-010;Sul
Rua Caçador de Esmeraldas;Vila São José;40;1;0;Casa;1180;1350;04274-050;Sul
Rua Paulo Martinez;Jardim Seckler;52;1;0;Apartamento;1035;1093;04242-150;Sul
Rua João Álvares Soares;Campo Belo;30;1;0;Casa;1150;1199;04609-000;Sul
Rua Assungui;Vila Gumercindo;40;1;0;Apartamento;1200;1367;04131-000;Sul
Rua Arapá;Vila Santa Catarina;38;1;1;Apartamento;1980;2739;04363-060;Sul
Avenida Miruna;Indianópolis;20;1;0;Apartamento;1493;1591;04084-000;Sul
Avenida Santo Albano;Vila Vera;30;1;0;Casa;1062;1107;04296-000;Sul
Rua Mucuri;Vila Guarani;50;1;2;Apartamento;1790;2739;04313-050;Sul
Rua Carlos Petit;Vila Mariana;38;1;0;Apartamento;3900;4680;04102-000;Sul
Rua Regino Aragão;Vila Moinho Velho;63;2;2;Apartamento;2800;3512;04285-020;Sul
Rua Doutor Nogueira Martins;Vila da Saúde;45;1;0;Casa;1500;1563;04143-020;Sul
Avenida Iraí;Indianópolis;150;3;2;Casa;6200;6830;04029-200;Sul
Rua Bela Cintra;Consolação;45;1;0;Apartamento;2000;2787;04421-230;Sul
Rua Ática;Jardim Brasil (zona Sul);23;1;0;Studio e kitnet;1750;1773;04634-040;Sul
Rua dos Heliotrópios;Mirandópolis;70;2;1;Apartamento;2300;3439;04049-000;Sul
Rua Maria Pais de Barros;Vila Marari;20;1;0;Studio e kitnet;566;588;04402-140;Sul
Rua Tiquatira;Bosque da Saúde;68;2;1;Apartamento;2700;3555;04136-070;Sul
Avenida do Cursino;Saúde;30;1;0;Casa em condomínio;900;988;04132-000;Sul
Rua Vinte E Oito de Setembro;Vila Dom Pedro I;27;1;0;Apartamento;2100;2681;04267-000;Sul
Rua Raizal;Vila Constança;110;2;0;Casa;2600;2710;04658-130;Sul
Rua Doutor Leite Pereira;Vila Brasílio Machado;32;1;0;Casa em condomínio;1550;1762;04289-020;Sul
Avenida Coronel Francisco Júlio César Alfieri;Vila São Paulo;65;2;1;Apartamento;1500;2562;04651-000;Sul
Rua Franklin Magalhães;Vila Santa Catarina;55;2;1;Apartamento;2150;3113;04374-000;Sul
Alameda Santos;Jardim Paulista;60;2;0;Apartamento;3100;4102;04003-000;Sul
Avenida Yervant Kissajikian;Vila Constancia;40;1;0;Casa;1270;1323;04657-000;Sul
Avenida Doutor Altino Arantes;Vila Clementino;230;3;3;Apartamento;12000;15500;04042-000;Sul
Rua Paulo Martinez;Jardim Seckler;27;1;0;Apartamento;885;925;04242-150;Sul
Alameda dos Maracatins;Indianópolis;40;1;1;Studio e kitnet;1900;2850;04062-000;Sul
Rua Joaquim Távora;Vila Mariana;28;1;0;Studio e kitnet;3499;3876;04015-010;Sul
Rua João Gomes Batista;Jardim Cidália;30;1;0;Apartamento;1250;1698;04652-160;Sul
Avenida Bosque da Saúde;Vila da Saúde;20;1;0;Studio e kitnet;1300;1520;04045-001;Sul
Rua Luís Correia de Melo;Vila Cruzeiro;60;2;1;Apartamento;4200;4999;04726-220;Sul
Rua Domingos de Morais;Vila Mariana;32;1;0;Studio e kitnet;3000;3952;04010-000;Sul
Avenida Rouxinol;Indianópolis;46;1;1;Apartamento;3300;4402;04506-000;Sul
Avenida Miguel Estefno;Saúde;70;3;2;Apartamento;4100;4999;04301-000;Sul
Rua Paiaguás;Vila Congonhas;130;3;2;Casa;5500;6100;04624-080;Sul
Rua Álvaro Rodrigues;Vila Cordeiro;40;1;1;Apartamento;3500;4453;04582-000;Sul
Rua Calógero Calía;Vila Santo Estéfano;90;3;2;Apartamento;2099;3509;04152-100;Sul
Alameda Jauaperi;Moema;21;1;0;Studio e kitnet;4100;4933;04523-010;Sul
Avenida Nossa Senhora do Sabará;Vila Sofia;59;2;1;Apartamento;2200;2948;04685-000;Sul
Rua França Pinto;Vila Mariana;57;2;0;Apartamento;2462;3447;04016-000;Sul
Rua Humberto I;Vila Mariana;16;1;0;Apartamento;3200;3809;04011-060;Sul
Rua Borba Gato;Santo Amaro;87;3;2;Apartamento;3600;5335;04747-030;Sul
Alameda dos Jurupis;Moema;31;1;0;Apartamento;3200;4003;04088-000;Sul
Rua Pintassilgo;Vila Uberabinha;54;2;1;Apartamento;5000;5765;04514-030;Sul
Rua Fosca;Jardim Previdência;60;3;1;Apartamento;2100;2790;04159-040;Sul
Rua Davi Hume;Jardim Vila Mariana;47;1;1;Apartamento;3500;4513;04116-130;Sul
Avenida Benigno Carrera;Vila Campestre;33;1;0;Studio e kitnet;1400;1454;04332-110;Sul
Avenida dos Imarés;Moema;91;2;2;Apartamento;6500;8331;04085-000;Sul
Rua Vera Cruz;Jardim Novo Santo Amaro;82;3;1;Apartamento;2415;3263;04750-020;Sul
Rua Ribeiro do Vale;Brooklin Paulista;40;1;1;Apartamento;3500;5109;04561-000;Sul
Rua Doutor Paschoal Imperatriz;Vila Gertrudes;74;2;1;Apartamento;8500;10400;04705-071;Sul
Rua Eduardo Pereira;Vila Guarani (z Sul);30;1;0;Studio e kitnet;700;802;04312-010;Sul
Rua Afonso Celso;Vila Mariana;83;3;2;Apartamento;3500;5462;04010-200;Sul
Avenida dos Eucaliptos;Indianópolis;90;3;2;Apartamento;6500;8302;04517-050;Sul
Rua Henrique Neri Ramos;Saúde;60;1;1;Casa;900;968;04293-040;Sul
Rua Abagiba;Saúde;120;2;1;Casa;1980;2064;04294-000;Sul
Rua Ouvidor Peleja;Vila Mariana;70;1;1;Casa;2000;2290;04128-000;Sul
Rua Sebastião Domingues;Jardim Clímax;75;1;0;Casa;1000;1122;04177-430;Sul
Rua Doutor Mario Vicente;Vila Dom Pedro I;39;1;1;Casa em condomínio;1462;1576;04270-000;Sul
Avenida Padre Arlindo Vieira;Jardim Vergueiro (sacomã);50;2;1;Apartamento;985;1561;04166-003;Sul
Rua Riga;Sacomã;70;2;1;Apartamento;1590;1787;04249-070;Sul
Avenida Coronel José Pires de Andrade;Vila Vera;60;2;0;Casa;1300;1455;04295-000;Sul
Avenida Bosque da Saúde;Vila da Saúde;54;2;2;Apartamento;2800;3737;04045-001;Sul
Rua Coronel Fawcett;Vila Moraes;50;1;0;Casa;1200;1360;04167-030;Sul
Rua Almeida Ferraz;Parque Jabaquara;199;3;2;Casa;2350;2389;04357-100;Sul
Rua General Gastão Goularte;Vila Guarani (zona Sul);70;1;0;Casa;1350;1530;04316-110;Sul
Rua Cipriano Barata;Ipiranga;40;1;0;Apartamento;1000;1224;04205-000;Sul
Rua Flávio de Melo;Vila Mariana;82;2;2;Apartamento;3700;5170;04117-130;Sul
Rua Oswaldo Casimiro Müller;Cidade Monções;65;2;2;Casa;2165;2788;04571-030;Sul
Rua Professor Macedo Soares;Vila Mariana;115;2;1;Casa;3529;4075;04113-090;Sul
Rua Otávio Tarquínio de Sousa;Campo Belo;70;2;1;Casa;2830;2998;04626-911;Sul
Rua Barão Jaceguai;Campo Belo;44;1;1;Studio e kitnet;2200;2284;04605-000;Sul
Rua Castilho;Brooklin Paulista;45;1;1;Apartamento;3510;4250;04568-010;Sul
Rua Sebastião Andrade Bonani;Jardim Prudência;69;2;1;Casa;2000;2244;04649-050;Sul
Avenida Washington Luís;Santo Amaro;79;2;0;Apartamento;1600;1922;04626-911;Sul
Rua Turumãs;Vila Parque Jabaquara;45;1;0;Apartamento;1800;2038;04346-080;Sul
Rua Marselhesa;Vila Mariana;117;5;0;Casa;5513;6164;04020-060;Sul
Rua José Antônio Coelho;Vila Mariana;41;1;1;Apartamento;3300;3794;04011-060;Sul
Rua Charles Hoyt;Vila Fachini;87;2;0;Apartamento;1290;1686;04334-070;Sul
Avenida dos Ourives;Jardim São Saverio;40;2;0;Apartamento;1330;1741;04194-260;Sul
Rua Jureia;Chácara Inglesa;100;2;1;Casa;3280;3532;04140-110;Sul
Rua Manguaba;Jardim Umuarama;62;2;1;Apartamento;1850;2491;04650-020;Sul
Rua das Aroeiras;Jabaquara;39;1;0;Casa em condomínio;1000;1042;04344-090;Sul
Rua Giacomo Cozzarelli;Vila Santa Teresa (zona Sul);46;2;1;Apartamento;1400;1738;04190-000;Sul
Rua Conselheiro Elias de Carvalho;Vila Mascote;80;2;1;Casa;2294;2491;04374-000;Sul
Rua das Aroeiras;Jabaquara;40;1;0;Casa em condomínio;1020;1063;04344-090;Sul
Rua Professor Atílio Innocenti;Vila Nova Conceição;52;1;0;Apartamento;2570;3117;04538-000;Sul
Rua Jorge Duprat Figueiredo;Vila Paulista;59;2;1;Apartamento;2800;3608;04361-000;Sul
Rua Santa Cruz do Rio Pardo;Americanópolis;65;1;0;Casa;1250;1303;04411-120;Sul
Rua Georgina de Albuquerque;Parque Jabaquara;125;3;2;Casa;3300;3630;04355-080;Sul
Rua João Alfredo;Santo Amaro;33;2;0;Apartamento;3150;3646;04672-000;Sul
Rua Clemente Pereira;Ipiranga;41;1;1;Apartamento;1981;2798;04216-060;Sul
Rua Promotor Gabriel Netuzzi Perez;Santo Amaro;55;1;0;Apartamento;1350;1873;04743-020;Sul
Avenida Cupecê;Jardim Prudência;33;1;0;Apartamento;1100;1359;04366-000;Sul
Avenida Giovanni Gronchi;Vila Andrade;85;2;2;Apartamento;1999;3066;04533-085;Sul
Rua Barão de Loreto;Vila São José;31;1;0;Studio e kitnet;860;1696;04265-030;Sul
Rua Valdomiro Lôbo da Costa;Vila das Mercês;20;1;0;Apartamento;890;962;04159-100;Sul
Avenida Pedro Bueno;Parque Jabaquara;49;2;0;Apartamento;1604;1750;04626-911;Sul
Avenida Yervant Kissajikian;Vila Constanca;48;2;1;Apartamento;2000;2511;04657-000;Sul
Avenida dos Ourives;Parque Bristol;42;2;1;Apartamento;1600;1962;04194-260;Sul
Rua Giacomo Cozzarelli;Vila Santa Teresa (zona Sul);49;2;1;Apartamento;1500;1958;04190-000;Sul
Rua Ipiranga;Jardim Aeroporto;48;2;1;Apartamento;2500;3233;04633-000;Sul
Rua Vitoriana;Vila Babilônia;100;4;2;Casa;3000;3227;04351-010;Sul
Rua das Grumixamas;Vila Parque Jabaquara;50;2;1;Apartamento;1780;2349;04349-000;Sul
Rua Bom Pastor;Ipiranga;39;1;2;Apartamento;3200;4226;04203-050;Sul
Rua Doutor Nicolau de Sousa Queirós;Vila Mariana;23;1;0;Studio e kitnet;3250;3790;04105-001;Sul
Rua Onofre Silveira;Vila Fachini;62;2;1;Apartamento;1197;1925;04334-100;Sul
Rua Professor José Leite E Oiticica;Vila Gertrudes;89;1;1;Apartamento;6000;7494;04705-080;Sul
Avenida Washington Luís;Santo Amaro;40;1;0;Apartamento;2000;2577;04626-911;Sul
Avenida Giovanni Gronchi;Vila Andrade;55;2;2;Apartamento;2800;3666;04533-085;Sul
Rua Sassaki;Cidade Ademar;74;3;1;Apartamento;1800;2858;04403-000;Sul
Rua Ipaobi;Vila Babilônia;60;2;1;Apartamento;1417;2071;04351-050;Sul
Rua Luiz Seráphico Júnior;Jardim Caravelas;110;1;2;Apartamento;9000;10550;04729-080;Sul
Rua das Pitombeiras;Vila Parque Jabaquara;80;3;0;Apartamento;2300;2923;04321-160;Sul
Rua Doutor Paschoal Imperatriz;Vila Gertrudes;96;1;2;Apartamento;5800;8281;04705-071;Sul
Rua Leopoldo de Bulhões;Vila Clementino;55;2;1;Apartamento;4600;5973;04022-020;Sul
Rua Clarence;Vila Cruzeiro;120;5;1;Casa;3358;3700;04727-040;Sul
Rua João Pimenta;Santo Amaro;54;2;1;Apartamento;3600;4569;04736-040;Sul
Rua Comendador Miguel Calfat;Vila Nova Conceição;45;1;1;Apartamento;3580;4986;04537-080;Sul
Avenida Sargento Geraldo Sant’ana;Jardim Taquaral;36;2;1;Apartamento;3400;4199;04674-225;Sul
Rua Vicente Pereira de Assunção;Vila Constança;50;1;0;Apartamento;1330;1451;04658-000;Sul
Rua Cesar Vallejo;Real Parque;35;1;1;Apartamento;3500;4092;04533-085;Sul
Rua Doutor Nicolau de Sousa Queirós;Vila Mariana;31;1;0;Studio e kitnet;2620;3242;04105-001;Sul
Rua Doutor Alcides de Campos;Americanópolis;45;1;0;Casa;800;865;04336-160;Sul
Rua Olavo Bilac;Vila Sofia;79;2;1;Apartamento;2244;3334;04671-050;Sul
Avenida Padre Antônio José dos Santos;Cidade Monções;65;2;1;Apartamento;4500;5539;04617-005;Sul
Rua Doutora Neyde Apparecida Sollitto;Vila Clementino;30;1;0;Studio e kitnet;1350;1402;04022-040;Sul
Rua Professor João Simões;Vila Santo Estéfano;30;1;0;Casa;880;992;04153-030;Sul
Avenida Iraí;Indianópolis;70;2;1;Apartamento;2350;3949;04029-200;Sul
Avenida José Estevão de Magalhães;Vila Campestre;52;2;1;Apartamento;2310;2979;04332-100;Sul
Rua Samambaia;Bosque da Saúde;93;2;1;Apartamento;3750;5387;04135-001;Sul
Rua Manuel Píres;Vila Água Funda;30;1;0;Casa;883;1001;04155-070;Sul
Alameda das Boninas;Mirandópolis;69;1;2;Apartamento;5500;6938;04049-060;Sul
Rua Guiratinga;Chácara Inglesa;52;1;1;Apartamento;2500;3943;04128-030;Sul
Rua Correia Dias;Paraíso;23;1;0;Apartamento;3010;3526;04104-000;Sul
Avenida dos Imarés;Indianópolis;55;2;2;Apartamento;3200;4210;04085-000;Sul
Rua Santa Cruz do Rio Pardo;Americanópolis;30;2;0;Casa;800;834;04411-120;Sul
Rua Coronel Luís Barroso;Santo Amaro;93;3;1;Apartamento;3600;4221;04750-030;Sul
Rua Doutor Ivo Define Frasca;Vila Olímpia;30;1;1;Studio e kitnet;3917;4545;04545-090;Sul
Rua Getúlio Soares da Rocha;Jardim das Acácias;69;2;1;Apartamento;7050;7820;04704-050;Sul
Rua Jorge Tibiriçá;Vila Mariana;37;1;1;Apartamento;4300;4871;04119-000;Sul
Rua Durval Silva;Cidade Domitila;45;1;0;Casa;866;903;04387-175;Sul
Avenida Doutor Altino Arantes;Vila Clementino;80;2;1;Apartamento;2600;3859;04042-000;Sul
Rua Topázio;Vila Mariana;49;1;1;Apartamento;6186;7537;04105-060;Sul
Alameda dos Jurupis;Moema;56;1;1;Apartamento;4000;5884;04088-000;Sul
Avenida Doutor Cardoso de Melo;Vila Olímpia;92;3;2;Apartamento;4500;7141;04548-000;Sul
Avenida Horácio Lafer;Itaim Bibi;61;1;1;Apartamento;8500;10360;04538-080;Sul
Avenida Professor Ascendino Reis;Vila Clementino;27;1;0;Studio e kitnet;2880;3457;04027-000;Sul
Rua Luís Góis;Mirandópolis;65;2;2;Apartamento;3000;4451;04043-300;Sul
Rua Marcos Lopes;Vila Nova Conceição;85;2;1;Apartamento;5000;6726;04513-080;Sul
Rua Vinte E Quatro de Outubro;Vila Dom Pedro I;122;3;2;Casa;3250;3482;04276-050;Sul
Rua Pensilvânia;Cidade Monções;55;2;2;Apartamento;3100;4872;04601-000;Sul
Rua Doutor Diogo de Faria;Vila Clementino;24;1;0;Apartamento;3500;4035;04037-000;Sul
Rua Barão Campos Gerais;Real Parque;45;1;1;Apartamento;1700;3206;04533-085;Sul
Rua Itapiru;Vila da Saúde;85;3;2;Apartamento;3400;4717;04143-010;Sul
Rua Pascal;Campo Belo;103;3;1;Apartamento;3500;5559;04601-000;Sul
Rua Doutor Ivo Define Frasca;Vila Olímpia;98;3;2;Apartamento;6900;8898;04545-090;Sul
Avenida Professor Ascendino Reis;Indianópolis;25;1;0;Studio e kitnet;3000;3606;04027-000;Sul
Rua Dona Carolina;Vila Mariana;100;2;2;Casa;3500;3743;04110-030;Sul
Rua Professor Tranquilli;Vila Mariana;78;3;2;Apartamento;8000;9624;04121-001;Sul
Rua Padre Jerônimo Vermin;Jardim Maria Estela;53;2;1;Apartamento;2100;2556;04180-020;Sul
Avenida Santa Catarina;Vila Mascote;40;1;1;Apartamento;1300;1833;04635-000;Sul
Avenida Itaboraí;Cursino;120;4;1;Apartamento;2785;2893;04135-000;Sul
Avenida Padre Arlindo Vieira;Vila Vermelha;56;2;1;Apartamento;1300;1887;04182-001;Sul
Rua Marquês de Maricá;Jardim Santa Cruz;42;1;1;Casa;1481;1588;04252-000;Sul
Rua Roque Petrella;Vila Cordeiro;120;2;1;Casa;3390;3758;04581-050;Sul
Rua Doutor Samuel Porto;Vila da Saúde;52;2;1;Apartamento;2500;3600;04054-010;Sul
Rua Santa Cruz;Vila Mariana;65;2;0;Casa;1700;1953;04122-000;Sul
Rua Américo Brasiliense;Chácara Santo Antônio (zona Sul);60;2;1;Casa;1718;2000;04715-001;Sul
Avenida Pavão;Recanto Paraíso;55;1;1;Casa;2040;2746;04516-012;Sul
Rua Calixto da Mota;Vila Mariana;120;2;0;Casa;2580;2901;04117-100;Sul
Rua Mucajaí;Indianópolis;80;2;0;Casa;3200;3458;04084-040;Sul
Avenida Onze de Junho;Vila Clementino;34;1;0;Apartamento;2266;2787;04041-000;Sul
Rua Samambaia;Bosque da Saúde.;78;3;1;Apartamento;2350;3567;04135-001;Sul
Rua Professor Arnaldo João Semeraro;Jardim Santa Emília;37;2;0;Apartamento;1300;1800;04183-000;Sul
Avenida Itaboraí;Bosque da Saúde;80;2;1;Apartamento;2328;3018;04135-000;Sul
R. Carneiro da Cunha;Vila da Saúde;62;3;2;Apartamento;3400;4564;04045-001;Sul
Avenida Jônia;Jardim Brasil (zona Sul);83;3;2;Apartamento;3622;5042;04634-000;Sul
Rua George Ohm;Cidade Monções;88;2;1;Apartamento;8000;9249;04576-020;Sul
Rua Domingos de Morais;Vila Mariana;50;1;0;Studio e kitnet;1442;2206;04010-000;Sul
Avenida Jabaquara;Mirandópolis;36;1;1;Apartamento;2800;3483;04046-000;Sul
Rua São Borja;Cidade Vargas;170;4;4;Casa;5500;5800;04320-060;Sul
Rua Dom Sebastião Tomás;Bosque da Saúde;50;1;0;Casa;1300;1355;04136-100;Sul
Rua Piratininga;Brás;50;2;1;Apartamento;1951;2550;04884-370;Sul
Rua Lucrécia Maciel;Vila Guarani (z Sul);60;2;1;Apartamento;2310;3090;04314-130;Sul
Rua José Antônio Coelho;Vila Mariana;42;1;1;Studio e kitnet;2500;2962;04011-060;Sul
Rua Professora Maria Bitencourt Petit;Cidade Ademar;70;2;1;Casa;2020;2189;04405-000;Sul
Rua Cidade de Bagdá;Vila Mira;36;2;1;Apartamento;1800;2189;04377-035;Sul
Rua Samuel Palmer;Jardim Jabaquara;80;2;2;Casa;2377;2898;04383-075;Sul
Rua Condessa do Pinhal;Parque Colonial;180;3;6;Casa;8500;8945;04610-060;Sul
Rua Benito Fioretto;Vila das Merces;40;1;0;Casa;950;1024;04165-060;Sul
Rua Vicente Pereira de Assunção;Vila Constança;40;1;0;Apartamento;1150;1254;04658-000;Sul
Rua Engenheiro Edgar Autran;Jardim Maria Estela;44;1;0;Casa;1200;1376;04180-100;Sul
Rua Itambacuri;Jardim Oriental;100;2;0;Casa;1600;1718;04347-070;Sul
Rua Tito Oliani;São João Clímaco;250;3;2;Casa;5000;5437;04255-000;Sul
Avenida João Barreto de Menezes;Vila Santa Catarina;40;1;0;Casa;1500;1563;04370-006;Sul
Rua Tenente Coronel Antonio Braga;Vila Santa Catarina;54;2;0;Apartamento;1350;2348;04376-040;Sul
Rua Isidoro Kauffman;Parque Residencial Julia;72;2;0;Casa;3200;3480;04671-350;Sul
Rua Luís Góis;Mirandópolis;69;2;1;Apartamento;2320;3010;04043-300;Sul
Rua Fiandeiras;Vila Olímpia;67;2;1;Apartamento;3771;5186;04506-000;Sul
Avenida Moreira Guimarães;Indianópolis;58;2;1;Apartamento;1890;2998;04086-010;Sul
Rua Dom Constantino Barradas;Vila Gumercindo;64;2;1;Apartamento;3300;4130;04134-110;Sul
Rua Dona Aurora Alegretti;Jardim Caravelas;125;3;2;Casa;6000;6423;04728-090;Sul
Rua Joaquim Guarani;Jardim das Acacias;19;0;0;Studio e kitnet;1970;2404;04707-060;Sul
Avenida Aratãs;Indianópolis;70;2;1;Apartamento;3100;4219;04029-200;Sul
Rua Pedro Rendon;Jardim Consórcio;35;1;0;Casa;1350;1447;04436-080;Sul
Rua Antônio Hélio de Azevedo Marques;Vila Inglesa;40;1;0;Casa;1350;1441;04653-190;Sul
Avenida Dória;Campo Belo;52;2;1;Apartamento;3000;4101;04635-070;Sul
Rua Tabor;Ipiranga;30;1;0;Casa;1650;1720;04202-020;Sul
Rua Doutor Diogo de Faria;Vila Clementino;25;1;0;Studio e kitnet;2590;3215;04037-000;Sul
Rua Machado Bitencourt;Vila Clementino;75;2;1;Apartamento;2500;3707;04039-000;Sul
Rua Doutor Neto de Araújo;Vila Mariana;74;2;1;Apartamento;4600;6152;04111-000;Sul
Rua Professor Doutor José Marques da Cruz;Jardim das Acácias;26;1;0;Studio e kitnet;3500;3889;04707-020;Sul
Rua Afonso Bandeira de Melo;Campo Belo;30;1;0;Studio e kitnet;1350;1461;04613-060;Sul
Rua dos Marapés;Vila Campestre;40;1;0;Casa;730;761;04330-070;Sul
Rua Bacaetava;Vila Gertrudes;74;3;1;Apartamento;2800;4448;04705-010;Sul
Rua Evolução;Vila Brasilina;32;1;0;Casa;850;937;04161-060;Sul
Rua Bela Cintra;Consolação;58;2;1;Apartamento;4850;5684;04421-230;Sul
Avenida Bosque da Saúde;Saúde;42;1;0;Casa;2000;2235;04045-001;Sul
Rua Jaceru;Vila Gertrudes;82;3;0;Casa;3200;3398;04705-000;Sul
Rua Bartolomeu de Gusmão;Vila Mariana;32;1;1;Studio e kitnet;2560;3100;04111-020;Sul
Rua Borba Gato;Santo Amaro;87;2;2;Apartamento;3700;5347;04747-030;Sul
Rua Esmeralda Monteiro;Vila Campestre;50;1;0;Casa;940;999;04332-120;Sul
Rua Horácio Alves da Costa;Jardim Nosso Lar;66;3;4;Apartamento;2500;3628;04401-000;Sul
Rua Tebas;Jardim Brasil (zona Sul);230;3;2;Casa;7800;8465;04634-030;Sul
Rua Doutor Bacelar;Vila Clementino;27;1;0;Studio e kitnet;4500;4892;04026-000;Sul
Rua Topázio, 701 - Vila Mariana, São Paulo - Sp, Brasil;Vila Mariana;33;1;1;Apartamento;2999;3853;04105-062;Sul
Avenida Interlagos;Jardim Marajoara;95;2;1;Apartamento;3000;4612;04679-250;Sul
Rua Campos Bicudo;Jardim Europa;50;1;1;Studio e kitnet;3500;5415;04536-010;Sul
Avenida Bosque da Saúde;Vila da Saúde;41;1;1;Apartamento;2130;3193;04045-001;Sul
Rua Piratininga;Brás;53;2;1;Apartamento;2600;3555;04884-370;Sul
Rua Alvorada;Vila Olímpia;44;2;1;Apartamento;3300;5124;04550-003;Sul
Avenida Bosque da Saúde;Vila da Saúde;45;1;1;Apartamento;2100;3494;04045-001;Sul
Rua Xavier Gouveia;Parque Colonial;128;3;2;Apartamento;3900;6396;04610-010;Sul
Rua Joaquim Floriano;Itaim Bibi;33;1;0;Studio e kitnet;6200;7179;04534-000;Sul
Avenida Giovanni Gronchi;Vila Andrade;96;2;2;Apartamento;4200;5812;04533-085;Sul
Rua Padre Bento Ibáñez;Jardim Prudência;49;2;1;Apartamento;2220;3019;04649-030;Sul
Rua Coronel Oscar Porto;Paraíso;96;2;1;Apartamento;3000;4168;04003-000;Sul
Rua Indiana;Brooklin Paulista;120;2;2;Casa;4000;4336;04562-000;Sul
Rua Sócrates;Vila Sofia;92;4;2;Apartamento;2611;4404;04671-071;Sul
Indianópolis, São Paulo - Sp, 04077-020, Brasil;Indianópolis;100;3;2;Apartamento;7000;8126;04077-020;Sul
Avenida Professor Ascendino Reis;Vila Clementino;27;1;0;Studio e kitnet;2695;3339;04027-000;Sul
Rua Barão do Triunfo;Brooklin;116;2;3;Apartamento;7000;9810;04602-007;Sul
Rua Calixto da Mota;Vila Mariana;44;1;1;Apartamento;3900;5848;04117-100;Sul
Rua Joaquim Guarani;Jardim das Acacias;20;1;0;Studio e kitnet;3061;3500;04707-060;Sul
Avenida Pavão;Indianópolis;144;3;2;Apartamento;5330;8143;04516-012;Sul
Rua Correia Dias;Paraíso;27;1;0;Studio e kitnet;3500;4339;04104-000;Sul
Rua Édison;Campo Belo;83;2;1;Apartamento;4800;6618;04618-030;Sul
Rua Desembargador Aragão;Vila Mariana;23;1;0;Apartamento;2500;2892;04102-010;Sul
Rua Henri Dunant;Santo Amaro;105;3;1;Apartamento;4400;6039;04709-110;Sul
Avenida Jandira;Indianópolis;162;3;3;Apartamento;10500;13570;04080-007;Sul
Rua Afonso Braz;Vila Nova Conceição;27;1;0;Studio e kitnet;4080;4737;04501-001;Sul
Avenida Nova Independência;Brooklin;125;2;3;Apartamento;9200;11960;04561-000;Sul
Avenida Padre Antônio José dos Santos;Cidade Monções;172;3;2;Apartamento;7500;9696;04617-005;Sul
